metric,2025,2026
TotBiom,436238,425822
SSBMean,98442.9,91144.5
SSBF100,172881,172881
SSBFabc,69152.4,69152.4
SSBFofl,60508.3,60508.3
Fofl,0.0931403,0.0931403
Fabc,0.0798249,0.0798249
Fabc,0.0798249,0.0798249
OFL,30940.5,30140.4
ABC,26665.3,25974.6
ABC,26665.3,25974.6
