
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
172881 69152.4 60508.3 28668.8 26731.2 121173 
CV Recruit
0.269229 
Alternative 1 Alternative  Stock: EBS_SKATE
Catch EBS_SKATE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24130.7 25878.4 21481 21481 21481 21481 2.91038e-11 
2024  0 24130.7 25878.4 27836.6 27836.6 27836.6 27836.6 5.82077e-11 
2025  0 24130.7 25878.4 26656.7 26664.2 26665.3 26675.2 6.04613 
2026  0 24130.7 25878.4 25944.3 25970.7 25974.6 26008.9 21.1272 
2027  0 24130.7 25878.4 25528.4 25605.3 25616.1 25710.1 62.0823 
2028  0 24130.7 25878.4 25204.2 25392.8 25416.2 25657.7 151.328 
2029  0 24130.7 25878.4 24830.7 25207.2 25252.8 25751.4 299.932 
2030  0 24130.7 25878.4 24389.1 25000.8 25078.2 25868.2 494.953 
2031  0 24130.7 25878.4 23850.3 24847.1 24895.2 25982.5 703.628 
2032  0 24130.7 25878.4 23400.1 24683.9 24724.3 26033.6 899.661 
2033  0 24130.7 25878.4 23040.4 24492.9 24585.8 26025.8 1073.84 
2034  0 24130.7 25878.4 22734.9 24398.8 24488.5 26460.5 1223.44 
2035  0 24130.7 25878.4 22442.2 24333.9 24401.2 26644.8 1377.7 
2036  0 24130.7 25878.4 22042.6 24234.6 24278.2 26790.1 1560.86 

Spawning_Biomass EBS_SKATE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 172881 69152.4 60508.3 112198 112198 112198 112198 2.61934e-10 
2024 172881 69152.4 60508.3 106073 106073 106073 106073 7.27596e-11 
2025 172881 69152.4 60508.3 98442.9 98442.9 98442.9 98442.9 0 
2026 172881 69152.4 60508.3 91144.5 91144.5 91144.5 91144.5 5.82077e-11 
2027 172881 69152.4 60508.3 84716 84716 84716 84716 8.73115e-11 
2028 172881 69152.4 60508.3 79665.2 79665.2 79665.2 79665.2 1.30967e-10 
2029 172881 69152.4 60508.3 76270.7 76270.7 76270.7 76270.7 1.16415e-10 
2030 172881 69152.4 60508.3 74385.1 74403.8 74406.4 74430.8 14.9238 
2031 172881 69152.4 60508.3 73403.8 73518.7 73536.4 73686.4 92.3794 
2032 172881 69152.4 60508.3 72584.2 73001.9 73051.7 73579.2 325.113 
2033 172881 69152.4 60508.3 71489.6 72445.1 72571.5 73794.3 767.557 
2034 172881 69152.4 60508.3 70071 71747.5 72002.7 74241.7 1375.82 
2035 172881 69152.4 60508.3 68455.3 71216.3 71411.5 74568 2022.55 
2036 172881 69152.4 60508.3 67185.1 70741.9 70885.5 74728.6 2591.17 

Fishing_mortalityEBS_SKATE
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0798249 0.0931403 0.0586214 0.0586214 0.0586214 0.0586214 1.11022e-16 
2024  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2025  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2026  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2027  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2028  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2029  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2030  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2031  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2032  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2033  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2034  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2035  0 0.0798249 0.0931403 0.0789778 0.0798249 0.0797238 0.0798249 0.000292431 
2036  0 0.0798249 0.0931403 0.0774343 0.0798249 0.0793949 0.0798249 0.000865976 

Total_BiomassEBS_SKATE
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1.35985e+06 392692 365548 463795 463795 463795 463795 2.91038e-10 
2024 1.35985e+06 392692 365548 450707 451270 451348 452087 450.168 
2025 1.35985e+06 392692 365548 434705 436062 436238 437850 1029.35 
2026 1.35985e+06 392692 365548 423063 425510 425822 429026 1989.66 
2027 1.35985e+06 392692 365548 413839 418310 418751 424455 3490.01 
2028 1.35985e+06 392692 365548 405915 412973 413780 422399 5465.91 
2029 1.35985e+06 392692 365548 398458 409268 409961 422204 7901.03 
2030 1.35985e+06 392692 365548 391049 405866 406777 422405 10482.6 
2031 1.35985e+06 392692 365548 384954 402279 404000 422527 13076.9 
2032 1.35985e+06 392692 365548 379444 400542 401744 424046 15569.1 
2033 1.35985e+06 392692 365548 375190 398351 399951 428857 17697.3 
2034 1.35985e+06 392692 365548 372799 397304 398662 431477 19470.6 
2035 1.35985e+06 392692 365548 371128 396080 397784 430529 20791.8 
2036 1.35985e+06 392692 365548 364694 394143 397145 427691 21712.5 
Alternative 2 Alternative  Stock: EBS_SKATE
Catch EBS_SKATE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24130.7 25878.4 21481 21481 21481 21481 2.91038e-11 
2024  0 24130.7 25878.4 27836.6 27836.6 27836.6 27836.6 5.82077e-11 
2025  0 24130.7 25878.4 26656.7 26664.2 26665.3 26675.2 6.04613 
2026  0 24130.7 25878.4 25944.3 25970.7 25974.6 26008.9 21.1272 
2027  0 24130.7 25878.4 25528.4 25605.3 25616.1 25710.1 62.0823 
2028  0 24130.7 25878.4 25204.2 25392.8 25416.2 25657.7 151.328 
2029  0 24130.7 25878.4 24830.7 25207.2 25252.8 25751.4 299.932 
2030  0 24130.7 25878.4 24389.1 25000.8 25078.2 25868.2 494.953 
2031  0 24130.7 25878.4 23850.3 24847.1 24895.2 25982.5 703.628 
2032  0 24130.7 25878.4 23400.1 24683.9 24724.3 26033.6 899.661 
2033  0 24130.7 25878.4 23040.4 24492.9 24585.8 26025.8 1073.84 
2034  0 24130.7 25878.4 22734.9 24398.8 24488.5 26460.5 1223.44 
2035  0 24130.7 25878.4 22442.2 24333.9 24401.2 26644.8 1377.7 
2036  0 24130.7 25878.4 22042.6 24234.6 24278.2 26790.1 1560.86 

Spawning_Biomass EBS_SKATE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 172881 69152.4 60508.3 112198 112198 112198 112198 2.61934e-10 
2024 172881 69152.4 60508.3 106073 106073 106073 106073 7.27596e-11 
2025 172881 69152.4 60508.3 98442.9 98442.9 98442.9 98442.9 0 
2026 172881 69152.4 60508.3 91144.5 91144.5 91144.5 91144.5 5.82077e-11 
2027 172881 69152.4 60508.3 84716 84716 84716 84716 8.73115e-11 
2028 172881 69152.4 60508.3 79665.2 79665.2 79665.2 79665.2 1.30967e-10 
2029 172881 69152.4 60508.3 76270.7 76270.7 76270.7 76270.7 1.16415e-10 
2030 172881 69152.4 60508.3 74385.1 74403.8 74406.4 74430.8 14.9238 
2031 172881 69152.4 60508.3 73403.8 73518.7 73536.4 73686.4 92.3794 
2032 172881 69152.4 60508.3 72584.2 73001.9 73051.7 73579.2 325.113 
2033 172881 69152.4 60508.3 71489.6 72445.1 72571.5 73794.3 767.557 
2034 172881 69152.4 60508.3 70071 71747.5 72002.7 74241.7 1375.82 
2035 172881 69152.4 60508.3 68455.3 71216.3 71411.5 74568 2022.55 
2036 172881 69152.4 60508.3 67185.1 70741.9 70885.5 74728.6 2591.17 

Fishing_mortalityEBS_SKATE
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0798249 0.0931403 0.0586214 0.0586214 0.0586214 0.0586214 1.11022e-16 
2024  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2025  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2026  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2027  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2028  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2029  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2030  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2031  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2032  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2033  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2034  0 0.0798249 0.0931403 0.0798249 0.0798249 0.0798249 0.0798249 1.249e-16 
2035  0 0.0798249 0.0931403 0.0789778 0.0798249 0.0797238 0.0798249 0.000292431 
2036  0 0.0798249 0.0931403 0.0774343 0.0798249 0.0793949 0.0798249 0.000865976 

Total_BiomassEBS_SKATE
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1.35985e+06 392692 365548 463795 463795 463795 463795 2.91038e-10 
2024 1.35985e+06 392692 365548 450707 451270 451348 452087 450.168 
2025 1.35985e+06 392692 365548 434705 436062 436238 437850 1029.35 
2026 1.35985e+06 392692 365548 423063 425510 425822 429026 1989.66 
2027 1.35985e+06 392692 365548 413839 418310 418751 424455 3490.01 
2028 1.35985e+06 392692 365548 405915 412973 413780 422399 5465.91 
2029 1.35985e+06 392692 365548 398458 409268 409961 422204 7901.03 
2030 1.35985e+06 392692 365548 391049 405866 406777 422405 10482.6 
2031 1.35985e+06 392692 365548 384954 402279 404000 422527 13076.9 
2032 1.35985e+06 392692 365548 379444 400542 401744 424046 15569.1 
2033 1.35985e+06 392692 365548 375190 398351 399951 428857 17697.3 
2034 1.35985e+06 392692 365548 372799 397304 398662 431477 19470.6 
2035 1.35985e+06 392692 365548 371128 396080 397784 430529 20791.8 
2036 1.35985e+06 392692 365548 364694 394143 397145 427691 21712.5 
Alternative 3 Alternative  Stock: EBS_SKATE
Catch EBS_SKATE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24130.7 25878.4 21481 21481 21481 21481 2.91038e-11 
2024  0 24130.7 25878.4 146828 146828 146828 146828 1.74623e-10 
2025  0 24130.7 25878.4 100084 100131 100137 100198 37.3942 
2026  0 24130.7 25878.4 72497.3 72654.7 72677.9 72882.8 126.3 
2027  0 24130.7 25878.4 55655.4 56094.8 56154.7 56705.4 348.815 
2028  0 24130.7 25878.4 44723.5 45690.5 45809.9 47074 769.199 
2029  0 24130.7 25878.4 37355.2 38974.4 39206.1 41409.5 1320.26 
2030  0 24130.7 25878.4 32402.5 34933.2 35080.2 37859.5 1829.8 
2031  0 24130.7 25878.4 29418.3 32530.7 32628.7 35627 2181.22 
2032  0 24130.7 25878.4 27713.6 31069.9 31265 35118.3 2421.11 
2033  0 24130.7 25878.4 26830.7 30399.9 30588.8 34902.5 2619.74 
2034  0 24130.7 25878.4 26845.3 29804.8 30307.9 34824.3 2746.41 
2035  0 24130.7 25878.4 26491.1 29619.1 30210.4 35333.9 2764.35 
2036  0 24130.7 25878.4 26308.1 29502.1 30162.8 35098.4 2718.77 

Spawning_Biomass EBS_SKATE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 172881 69152.4 60508.3 112198 112198 112198 112198 2.61934e-10 
2024 172881 69152.4 60508.3 90110.2 90110.2 90110.2 90110.2 1.45519e-10 
2025 172881 69152.4 60508.3 56560.1 56560.1 56560.1 56560.1 2.18279e-11 
2026 172881 69152.4 60508.3 35526.5 35526.5 35526.5 35526.5 8.00355e-11 
2027 172881 69152.4 60508.3 22595.7 22595.7 22595.7 22595.7 1.45519e-11 
2028 172881 69152.4 60508.3 14823 14823 14823 14823 1.81899e-12 
2029 172881 69152.4 60508.3 10223.8 10223.8 10223.8 10223.8 5.45697e-12 
2030 172881 69152.4 60508.3 7480.26 7490.28 7491.67 7504.81 8.01213 
2031 172881 69152.4 60508.3 5762.37 5808.64 5815.49 5875.67 36.9938 
2032 172881 69152.4 60508.3 4621.61 4738.52 4754.46 4900.05 93.7666 
2033 172881 69152.4 60508.3 3856.83 4053.1 4081.65 4341.25 159.269 
2034 172881 69152.4 60508.3 3360.49 3649.59 3667.94 3986.91 210.506 
2035 172881 69152.4 60508.3 3071.97 3403.3 3425.36 3749.88 242.999 
2036 172881 69152.4 60508.3 2892.47 3264.22 3293.28 3718.72 267.03 

Fishing_mortalityEBS_SKATE
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0798249 0.0931403 0.0586214 0.0586214 0.0586214 0.0586214 1.11022e-16 
2024  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2025  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2026  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2027  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2028  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2029  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2030  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2031  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2032  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2033  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2034  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2035  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 
2036  0 0.0798249 0.0931403 0.5 0.5 0.5 0.5 0 

Total_BiomassEBS_SKATE
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 1.35985e+06 392692 365548 463795 463795 463795 463795 2.91038e-10 
2024 1.35985e+06 392692 365548 450707 451270 451348 452087 450.168 
2025 1.35985e+06 392692 365548 316787 318144 318319 319931 1029.35 
2026 1.35985e+06 392692 365548 235823 238204 238519 241615 1949.6 
2027 1.35985e+06 392692 365548 185181 189388 189800 194993 3291.96 
2028 1.35985e+06 392692 365548 152357 158922 159516 167014 4843.18 
2029 1.35985e+06 392692 365548 131373 140158 140680 150173 6412.74 
2030 1.35985e+06 392692 365548 118382 128633 129267 139529 7646.39 
2031 1.35985e+06 392692 365548 110212 121672 122623 136324 8564.42 
2032 1.35985e+06 392692 365548 106393 118637 119063 134809 9262.93 
2033 1.35985e+06 392692 365548 105411 115672 117273 131913 9621.76 
2034 1.35985e+06 392692 365548 103155 115289 116482 134431 9709.58 
2035 1.35985e+06 392692 365548 102750 113952 116146 133680 9614.66 
2036 1.35985e+06 392692 365548 102171 114035 115888 131529 9512.47 
Alternative 4 Alternative  Stock: EBS_SKATE
Catch EBS_SKATE
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 24130.7 25878.4 21481 21481 21481 21481 2.91038e-11 
2024  0 24130.7 25878.4 14887.5 14887.5 14887.5 14887.5 1.81899e-12 
2025  0 24130.7 25878.4 14709.5 14713.4 14714 14719.2 3.18563 
2026  0 24130.7 25878.4 14732.3 14746.3 14748.3 14766.4 11.1659 
2027  0 24130.7 25878.4 14879.2 14920 14925.8 14975.5 32.9964 
2028  0 24130.7 25878.4 15046.4 15147.5 15160 15290.3 81.1741 
2029  0 24130.7 25878.4 15154.8 15361.4 15384.2 15657.2 163.084 
2030  0 24130.7 25878.4 15185.7 15523.8 15567.8 16007.8 273.854 
2031  0 24130.7 25878.4 15120.6 15679.3 15709.1 16326.9 397.057 
2032  0 24130.7 25878.4 15054.4 15795.9 15820 16584.2 517.613 
2033  0 24130.7 25878.4 15022.9 15856.2 15915.2 16775.1 628.349 
2034  0 24130.7 25878.4 14951.4 15942.3 16004.5 17216.5 726.222 
2035  0 24130.7 25878.4 15010 16098 16091.5 17334.7 808.125 
2036  0 24130.7 25878.4 14997.8 16066.9 16174.2 17733.1 869.132 

Spawning_Biomass EBS_SKATE
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 172881 69152.4 60508.3 112198 112198 112198 112198 2.61934e-10 
2024 172881 69152.4 60508.3 107641 107641 107641 107641 0 
2025 172881 69152.4 60508.3 103478 103478 103478 103478 5.82077e-11 
2026 172881 69152.4 60508.3 99216.6 99216.6 99216.6 99216.6 1.45519e-11 
2027 172881 69152.4 60508.3 95443.1 95443.1 95443.1 95443.1 2.91038e-11 
2028 172881 69152.4 60508.3 92775.1 92775.1 92775.1 92775.1 0 
2029 172881 69152.4 60508.3 91634.7 91634.7 91634.7 91634.7 7.27596e-11 
2030 172881 69152.4 60508.3 91984.3 92004.1 92006.8 92032.7 15.7831 
2031 172881 69152.4 60508.3 93220.6 93345.3 93364.5 93527.4 100.333 
2032 172881 69152.4 60508.3 94488.7 94956.8 95012.2 95605 363.953 
2033 172881 69152.4 60508.3 95216.2 96318.4 96463.3 97856.4 886.704 
2034 172881 69152.4 60508.3 95259.7 97276.9 97565.5 100197 1639.29 
2035 172881 69152.4 60508.3 94806 98041.7 98381.8 102281 2483.99 
2036 172881 69152.4 60508.3 94300.1 98867.7 99019.5 103937 3283.5 

Fishing_mortalityEBS_SKATE
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.0798249 0.0931403 0.0586214 0.0586214 0.0586214 0.0586214 1.11022e-16 
2024  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2025  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2026  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2027  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2028  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2029  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2030  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2031  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2032  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2033  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2034  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2035  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 
2036  0 0.0798249 0.0931403 0.0420106 0.0420106 0.0420106 0.0420106 9.02056e-17 

