metric,2023,2024
TotBiom,"473,527","450,679"
SSBMean,NA,NA
SSBF100,"178,425","178,425"
SSBFabc,"71,370","71,370"
SSBFofl,"62,449","62,449"
Fofl,0.092,0.092
Fabc,0.079,0.079
Fabc,0.079,0.079
OFL,"35,503","33,451"
ABC,"30,567","28,799"
ABC,"30,567","28,799"
