strata,model_name,year,variable,pred,pred_lci,pred_uci
Aleutian,Model 20,1982,biomass_pred,8019.628574468642,1859.5259205074271,34586.47269347223
Aleutian,Model 20,1983,biomass_pred,14535.850408987319,10046.837827633208,21030.591986994565
Aleutian,Model 20,1984,biomass_pred,8867.841304477382,4243.415774194531,18531.912399350495
Aleutian,Model 20,1985,biomass_pred,6128.732134365156,3090.0631115826395,12155.530880261618
Aleutian,Model 20,1986,biomass_pred,4241.523451458492,1802.0335976539168,9983.45492153662
Aleutian,Model 20,1987,biomass_pred,4617.003453304227,2388.889534842668,8923.276098334567
Aleutian,Model 20,1988,biomass_pred,4555.527159916757,2012.3239709916604,10312.866120912126
Aleutian,Model 20,1989,biomass_pred,3724.103914961353,1159.37571955071,11962.42920699174
Aleutian,Model 20,1990,biomass_pred,3044.422628287849,1021.1690072505376,9076.371368326429
Aleutian,Model 20,1991,biomass_pred,2488.7890755130247,1663.997080494687,3722.4050059940914
Aleutian,Model 20,1992,biomass_pred,2885.2512470858314,992.9442176402792,8383.829233221019
Aleutian,Model 20,1993,biomass_pred,3344.869535436366,1140.8712550056443,9806.67376796599
Aleutian,Model 20,1994,biomass_pred,3877.7046610379475,2427.0884212566975,6195.3216481704285
Aleutian,Model 20,1995,biomass_pred,13696.047423879316,5386.331257528724,34825.50665166752
Aleutian,Model 20,1996,biomass_pred,48374.42029093086,33110.05807916177,70675.9418207238
Aleutian,Model 20,1997,biomass_pred,55628.71393098955,37992.063121269835,81452.63929832194
Aleutian,Model 20,1998,biomass_pred,11834.341278914548,2915.3945141548274,48038.65577226061
Aleutian,Model 20,1999,biomass_pred,8526.143200778892,2583.290763024932,28140.5093536838
Aleutian,Model 20,2000,biomass_pred,6142.726170125774,3752.4382069125872,10055.61789975321
Aleutian,Model 20,2001,biomass_pred,8858.66326975696,3312.438548816131,23691.28174618921
Aleutian,Model 20,2002,biomass_pred,23966.740239097737,17498.73493793789,32825.49508439359
Aleutian,Model 20,2003,biomass_pred,20750.176315082957,10802.630695241689,39857.866963524524
Aleutian,Model 20,2004,biomass_pred,26462.39469214104,18797.94192277984,37251.86170482115
Aleutian,Model 20,2005,biomass_pred,13405.580471187135,5930.7737535179995,30301.20440235547
Aleutian,Model 20,2006,biomass_pred,11789.69841260654,7880.068523554316,17639.058371731313
Aleutian,Model 20,2007,biomass_pred,8619.974536602633,3331.772863208497,22301.628611058157
Aleutian,Model 20,2008,biomass_pred,20704.84006330339,14898.475347345213,28774.11225326236
Aleutian,Model 20,2009,biomass_pred,15713.793775146198,5845.759148313823,42239.73457391707
Aleutian,Model 20,2010,biomass_pred,29071.45445634796,22061.46541523115,38308.85429868253
