strata,model_name,year,variable,pred,pred_lci,pred_uci,obs,obs_cv,obs_lci,obs_uci
Bering,M20_EBSshelf_spec,2001,biomass_pred,13957.471195847173,11169.231368018274,17441.75545872574,14129.84,0.14325355811661014,10686.077594793582,18683.41088248076
Bering,M20_EBSshelf_spec,2002,biomass_pred,13053.32693083017,10350.552248125292,16461.86018663858,12655.32,0.15821968972080724,9298.821355303473,17223.3789835156
Bering,M20_EBSshelf_spec,2003,biomass_pred,13018.631632835122,10756.894944124884,15755.919386757902,13520.33,0.11501084312708285,10799.69075906929,16926.347928563613
Bering,M20_EBSshelf_spec,2004,biomass_pred,11200.485009446156,9183.844167727262,13659.951340166692,11126.59,0.12220632717511702,8764.459476257625,14125.343994512072
Bering,M20_EBSshelf_spec,2005,biomass_pred,9859.763948672633,7739.145128058974,12561.457824467321,8705.37,0.16789040091597793,6278.712882237432,12069.904813021862
Bering,M20_EBSshelf_spec,2006,biomass_pred,10924.421781079975,8919.973145593454,13379.299388349738,11603.75,0.12483488844550614,9093.880363343382,14806.332245720965
Bering,M20_EBSshelf_spec,2007,biomass_pred,9906.655365525337,8003.865647878279,12261.80259001575,9426.37,0.13509814692921718,7242.1633837814225,12269.324325917723
Bering,M20_EBSshelf_spec,2008,biomass_pred,10345.00560908876,8176.272018397862,13088.989800152007,9878.1,0.1580158366630501,7261.034992397251,13438.422995092147
Bering,M20_EBSshelf_spec,2009,biomass_pred,11893.143415593317,9252.013343936394,15288.224848548498,13158.44,0.17669238535720116,9331.640848531686,18554.565702219887
Bering,M20_EBSshelf_spec,2010,biomass_pred,11548.404954702502,9268.053181293342,14389.824312508566,11903.05,0.13957087115128813,9066.253583854565,15627.469272954428
Bering,M20_EBSshelf_spec,2011,biomass_pred,10346.253522035948,8127.677858938952,13170.423803708147,9702.49,0.16434612964130466,7045.674206463514,13361.150323093298
Bering,M20_EBSshelf_spec,2012,biomass_pred,10490.606724408835,8213.732123425587,13398.638742106146,10108.18,0.1616455230656564,7378.470537676311,13847.761862118656
Bering,M20_EBSshelf_spec,2013,biomass_pred,11453.159374153705,8478.527886919108,15471.419260429026,11953.43,0.2781953055468945,6999.891543373444,20412.386089062154
Bering,M20_EBSshelf_spec,2014,biomass_pred,12141.146109537909,9660.55975210641,15258.684034432523,12484.48,0.1471092836363813,9371.744824285151,16631.08031564321
Bering,M20_EBSshelf_spec,2015,biomass_pred,12037.809756729741,9834.544084715908,14734.680376736931,12138.37,0.12570086615298723,9496.917756265706,15514.510079829926
Bering,M20_EBSshelf_spec,2016,biomass_pred,11614.51848029795,9488.37982957811,14217.078358169036,10917.56,0.12430386798777072,8564.919350706998,13916.431839344907
Bering,M20_EBSshelf_spec,2017,biomass_pred,13786.703997146298,10847.171369148038,17522.836197236047,15135.26,0.16789680930641168,10916.11074051369,20985.13845388309
Bering,M20_EBSshelf_spec,2018,biomass_pred,13773.810744973063,11496.612724363895,16502.066042137856,14497.53,0.10564469262626115,11792.842374718093,17822.537554770308
Bering,M20_EBSshelf_spec,2019,biomass_pred,10858.063654190466,8884.634919417884,13269.824521520868,10043.87,0.11707688375243548,7990.68558754569,12624.614430347605
Bering,M20_EBSshelf_spec,2020,biomass_pred,11485.113457543042,8105.397769173548,16274.072524152756,NA,NA,NA,NA
Bering,M20_EBSshelf_spec,2021,biomass_pred,12148.375192268184,9882.62005016822,14933.592414048633,12168.22,0.12318775361237204,9566.741068104677,15477.117747238659
Bering,M20_EBSshelf_spec,2022,biomass_pred,12778.629660653558,10271.785130428414,15897.27334934276,12803.28,0.14301326880437001,9687.322800978602,16921.494423809287
Bering,M20_EBSshelf_spec,2023,biomass_pred,13376.041520545172,10950.203895450817,16339.283584817886,13523.67,0.1114107567877437,10878.120611237624,16812.614679043563
Bering,M20_EBSshelf_spec,2024,biomass_pred,13376.041520545172,8217.99519446161,21771.549207028955,NA,NA,NA,NA
Big,M20_EBSshelf_spec,1999,biomass_pred,2827.7701725744705,1326.512283917854,6028.051338721739,6522.8,1.000000673609052,1275.7393407970637,33350.793911722845
Big,M20_EBSshelf_spec,2000,biomass_pred,2657.985621781271,1367.416682018433,5166.594541736573,5182.02,0.8272658622914059,1258.5444533631053,21336.815881745046
Big,M20_EBSshelf_spec,2001,biomass_pred,2339.402491366976,1276.325441149931,4287.937731369819,1819.99,0.7788024035131882,472.05012398345394,7016.974324989483
Big,M20_EBSshelf_spec,2002,biomass_pred,2115.7662756922555,1187.0345949009122,3771.134348220366,1497.52,0.5946521278977109,509.3288727194743,4402.982572784854
Big,M20_EBSshelf_spec,2003,biomass_pred,2029.0207287760823,1115.5323950882907,3690.547343967705,NA,NA,NA,NA
Big,M20_EBSshelf_spec,2004,biomass_pred,1945.8317135979544,1097.7989756692293,3448.956631914699,952.21,0.7071529584201292,273.33253853135705,3317.2189779226833
Big,M20_EBSshelf_spec,2005,biomass_pred,2042.8072293489354,1177.689480020728,3543.4309697721187,2324.32,0.7072150845573016,667.1375239306793,8097.975707571439
Big,M20_EBSshelf_spec,2006,biomass_pred,2109.8443158571954,1226.5675363301225,3629.1870649647135,1041.2,0.6805406238114472,310.7540398505495,3488.602885167232
Big,M20_EBSshelf_spec,2007,biomass_pred,2396.942738486008,1414.5144949455846,4061.7006839522105,1812.46,0.7598634176741821,482.6296609290207,6806.484386551447
Big,M20_EBSshelf_spec,2008,biomass_pred,2810.2275471209236,1700.13139855404,4645.157940917977,2886.69,0.6250957282400165,936.5719237587416,8897.318982889512
Big,M20_EBSshelf_spec,2009,biomass_pred,3281.030358765228,2021.209991525045,5326.096872802682,4504.26,0.49897759891408544,1787.5960762712336,11349.520407272144
Big,M20_EBSshelf_spec,2010,biomass_pred,3560.3647710814926,2153.574927971066,5886.118536447082,3461.27,0.6625704394151637,1061.0152737844649,11291.439726562974
Big,M20_EBSshelf_spec,2011,biomass_pred,3878.8984249854725,2310.751913070346,6511.236842973353,5287.82,0.7216761676559491,1486.3788263379802,18811.5168602665
Big,M20_EBSshelf_spec,2012,biomass_pred,4068.5532112431897,2381.9353172135875,6949.443636480146,1166.38,0.7041587842461235,336.26940563934875,4045.691584143354
Big,M20_EBSshelf_spec,2013,biomass_pred,5004.536276908969,2947.399113498132,8497.452290121875,3394.79,1.00000045797244,663.9584620117095,17357.409843353613
Big,M20_EBSshelf_spec,2014,biomass_pred,6335.406567061547,3871.28550190259,10367.971142980952,3613.65,0.5995218479679627,1219.7409576159453,10705.93410917637
Big,M20_EBSshelf_spec,2015,biomass_pred,8809.69729364989,5553.334028766035,13975.526414172406,15550.09,0.48721650802290883,6293.475525661268,38421.58407101979
Big,M20_EBSshelf_spec,2016,biomass_pred,10682.033220082485,6801.045735534273,16777.689513064553,10744.78,0.5422401764315007,3972.3213492051354,29063.685210538642
Big,M20_EBSshelf_spec,2017,biomass_pred,12937.194958011853,8420.787321743754,19875.934041159057,13761.77,0.413762105617809,6313.908889842495,29995.097622896505
Big,M20_EBSshelf_spec,2018,biomass_pred,15357.009510590173,9983.515380665141,23622.715257703603,28913.19,0.4217844794089824,13081.702116537674,63903.95902069026
Big,M20_EBSshelf_spec,2019,biomass_pred,14948.36200722584,9781.501947935394,22844.50055711923,11902.13,0.37272483288477204,5869.765176782876,24133.963501167204
Big,M20_EBSshelf_spec,2020,biomass_pred,15920.203135515736,9828.664300929819,25787.112075046425,NA,NA,NA,NA
Big,M20_EBSshelf_spec,2021,biomass_pred,16955.226783614773,10815.203698155141,26581.07265541805,13627.06,0.4153913154638439,6234.394515764161,29785.85390675087
Big,M20_EBSshelf_spec,2022,biomass_pred,19376.403242922246,12150.082252766111,30900.614071715707,14142.53,0.4439352653166341,6158.986344997618,32474.687163960116
Big,M20_EBSshelf_spec,2023,biomass_pred,24225.847983935564,14030.716965264286,41829.060624180296,49511.39,0.4226092311231472,22369.29264193077,109586.73476947776
Big,M20_EBSshelf_spec,2024,biomass_pred,24225.847983935564,11982.614690345841,48978.60155793894,NA,NA,NA,NA
Minor,M20_EBSshelf_spec,1999,biomass_pred,519.7121504187922,247.36867154471625,1091.8954191177759,NA,NA,NA,NA
Minor,M20_EBSshelf_spec,2000,biomass_pred,519.7121504187922,286.6864570243643,942.1467693186869,446.8,0.48205356973140967,182.40042793592994,1094.461467327929
Minor,M20_EBSshelf_spec,2001,biomass_pred,539.3828650394112,311.7186736436278,933.3219331952299,97.41,0.9999542972652177,19.052638927115336,498.0259236685507
Minor,M20_EBSshelf_spec,2002,biomass_pred,635.4782994225551,390.7119312981809,1033.5816152202126,1510.6100000000001,0.47830833791787,620.5775074617987,3677.127425119368
Minor,M20_EBSshelf_spec,2003,biomass_pred,603.3558406002389,381.58721441835,954.0106602924872,517.53,0.36591333796192754,258.3456371246567,1036.7401744460788
Minor,M20_EBSshelf_spec,2004,biomass_pred,609.927955023919,357.85485914389045,1039.5614333968756,NA,NA,NA,NA
Minor,M20_EBSshelf_spec,2005,biomass_pred,616.5716568676445,358.73246513368684,1059.7329347117775,1393.5800000000002,0.7700654751076504,365.8501894047237,5308.361926940482
Minor,M20_EBSshelf_spec,2006,biomass_pred,569.6806550126752,330.66707730369075,981.4586058642021,235.73000000000002,0.8016697977620734,59.257058004465236,937.755514217609
Minor,M20_EBSshelf_spec,2007,biomass_pred,576.670318018976,333.3427111541348,997.61790060662,3170.92,0.9246098138480455,679.3930048577377,14799.58370855678
Minor,M20_EBSshelf_spec,2008,biomass_pred,506.63804717161406,296.54244931249497,865.5830267705663,515.5899999999999,0.5978668942830572,174.48083617374436,1523.5658765143069
Minor,M20_EBSshelf_spec,2009,biomass_pred,443.80261072477913,252.77666202825102,779.1888527435217,212.16,1.000004975342388,41.49437175211703,1084.770384496868
Minor,M20_EBSshelf_spec,2010,biomass_pred,410.6079900489032,230.90233383494095,730.1741766392109,132.15,1.0000221830094642,25.845447598947562,675.6943339109031
Minor,M20_EBSshelf_spec,2011,biomass_pred,413.180162623182,235.15629671982202,725.9760812984806,187.84,0.7018433993554926,54.33736483415157,649.3481181447313
Minor,M20_EBSshelf_spec,2012,biomass_pred,459.98704503141875,264.60732358375947,799.6304816172628,733.51,0.6173417405527555,240.8383804127451,2234.016518371868
Minor,M20_EBSshelf_spec,2013,biomass_pred,475.46827488228803,264.81508437983166,853.6903437693919,NA,NA,NA,NA
Minor,M20_EBSshelf_spec,2014,biomass_pred,491.4705378367724,278.80649786457906,866.347418053678,148.58,0.9999953546764809,29.05968878268122,759.6783491073284
Minor,M20_EBSshelf_spec,2015,biomass_pred,555.0891470296666,327.6376699976661,940.4411927124185,533.42,0.7364454427997018,146.81009796178287,1938.1289185848068
Minor,M20_EBSshelf_spec,2016,biomass_pred,629.9084013818799,386.5547321206093,1026.464200696098,737.45,0.4859260733091939,299.10777824622426,1818.1824146756858
Minor,M20_EBSshelf_spec,2017,biomass_pred,688.03311932063,420.31423956136547,1126.2753642991006,143.34,1.0000322412078313,28.033617851730646,732.9184448710598
Minor,M20_EBSshelf_spec,2018,biomass_pred,844.1266628616374,528.387424773468,1348.5366788572067,1802.63,0.3852307477803243,869.5074301976407,3737.144507392409
Minor,M20_EBSshelf_spec,2019,biomass_pred,781.4963188319621,479.0889572468257,1274.7872542452644,870.69,0.4904291087324207,350.5018753559252,2162.9016259332966
Minor,M20_EBSshelf_spec,2020,biomass_pred,705.1208070336334,406.629413098591,1222.7235327691678,NA,NA,NA,NA
Minor,M20_EBSshelf_spec,2021,biomass_pred,636.2094619394743,364.7457382807019,1109.711333076131,566.5600000000001,0.7862992578276664,145.44006655468877,2207.0275488996726
Minor,M20_EBSshelf_spec,2022,biomass_pred,581.1770663256627,328.6783039451281,1027.6515923585057,376.53,0.5348228500407659,140.88651490965273,1006.3052591720149
Minor,M20_EBSshelf_spec,2023,biomass_pred,580.0911946633871,304.3551814803655,1105.6351743027717,573.01,0.6333097134587339,183.58881170057427,1788.4557182902267
Minor,M20_EBSshelf_spec,2024,biomass_pred,580.0911946633871,265.0895087636646,1269.4044200217702,NA,NA,NA,NA
Alaska,M20_AIspec,2000,biomass_pred,2527.3190706262753,1562.5474274350856,4087.7745997355432,2401.7818209117413,0.298044612204812,1355.8624311393116,4254.528912947964
Alaska,M20_AIspec,2001,biomass_pred,2617.778447537383,1544.9833794520146,4435.4936703732155,NA,NA,NA,NA
Alaska,M20_AIspec,2002,biomass_pred,2711.4756027592116,1672.6318947611971,4395.527771164555,2631.5183257025055,0.396273701225891,1244.85858283782,5562.7914640086365
Alaska,M20_AIspec,2003,biomass_pred,2842.587554369798,1664.2304645576928,4855.279467802317,NA,NA,NA,NA
Alaska,M20_AIspec,2004,biomass_pred,2980.039354230412,1804.9792017862464,4920.075834654243,3166.6879820358918,0.444399184186379,1377.9776308073754,7277.268187361707
Alaska,M20_AIspec,2005,biomass_pred,3062.886107720557,1784.6146610725918,5256.7489853687775,NA,NA,NA,NA
Alaska,M20_AIspec,2006,biomass_pred,3148.036047091152,1919.3623556095297,5163.2412841806145,3308.7447839849115,0.3829350653228864,1602.4819535482904,6831.772439812034
Alaska,M20_AIspec,2007,biomass_pred,3167.1277584921054,1789.37588659192,5605.696552509093,NA,NA,NA,NA
Alaska,M20_AIspec,2008,biomass_pred,3186.335254286492,1791.1908939935283,5668.146475484285,NA,NA,NA,NA
Alaska,M20_AIspec,2009,biomass_pred,3205.659236665198,1921.1661051146311,5348.965461267983,NA,NA,NA,NA
Alaska,M20_AIspec,2010,biomass_pred,3225.100412077647,2290.540827984341,4540.96802855789,3681.2,0.20401240080971403,2477.9985404861923,5468.6204283805555
Alaska,M20_AIspec,2011,biomass_pred,2681.7290799064986,1705.850617448529,4215.885485197333,NA,NA,NA,NA
Alaska,M20_AIspec,2012,biomass_pred,2229.906030548425,1465.39885303456,3393.261087095284,1503.1,0.3065749914256869,835.3505893566872,2704.62442809781
Alaska,M20_AIspec,2013,biomass_pred,2399.8098376465086,1460.407715295876,3943.4790685820144,NA,NA,NA,NA
Alaska,M20_AIspec,2014,biomass_pred,2582.6591694756635,1616.6452930184032,4125.9071575454045,3514.9,0.3964003793066689,1662.378441544226,7431.834834505897
Alaska,M20_AIspec,2015,biomass_pred,2455.1857878786805,1459.3468522701783,4130.572004608995,NA,NA,NA,NA
Alaska,M20_AIspec,2016,biomass_pred,2334.004162936165,1447.039883612396,3764.6339221860276,1807.7,0.4559572568328488,771.2417939199601,4237.0360576428175
Alaska,M20_AIspec,2017,biomass_pred,2402.3313545984324,1490.9364959276816,3870.8529525235213,NA,NA,NA,NA
Alaska,M20_AIspec,2018,biomass_pred,2472.658801956291,1743.9332664216295,3505.8919217919965,2720.4,0.2043846228830165,1829.9411047250703,4044.160842603659
Alaska,M20_AIspec,2019,biomass_pred,2219.0691549246603,1307.0128703282771,3767.5741579355968,NA,NA,NA,NA
Alaska,M20_AIspec,2020,biomass_pred,1991.487022165016,1076.3196509674135,3684.798057795343,NA,NA,NA,NA
Alaska,M20_AIspec,2021,biomass_pred,1787.2451386429777,936.8468076252077,3409.570443752672,NA,NA,NA,NA
Alaska,M20_AIspec,2022,biomass_pred,1603.9497872953143,854.9298249904077,3009.2001062116988,1193.7,0.41707217000103003,544.5245460158995,2616.814430911614
Alaska,M20_AIspec,2023,biomass_pred,1603.9497872953143,729.1173554750785,3528.451079714586,NA,NA,NA,NA
Alaska,M20_AIspec,2024,biomass_pred,1603.9497872953143,638.9205471873918,4026.5646980517895,NA,NA,NA,NA
Aleutian,M20_AIspec,2000,biomass_pred,3665.983792413678,2653.251038892923,5065.271611783644,3397.5,0.1833716570873231,2378.8220951624608,4852.404168211532
Aleutian,M20_AIspec,2001,biomass_pred,4196.243154294197,2780.827867738442,6332.091538007098,NA,NA,NA,NA
Aleutian,M20_AIspec,2002,biomass_pred,4803.200888776315,3592.9659620436855,6421.0847031845815,4710.5,0.17276203829661665,3365.825397891471,6592.383034455738
Aleutian,M20_AIspec,2003,biomass_pred,5716.184513438895,3636.6314935588625,8984.89864853,NA,NA,NA,NA
Aleutian,M20_AIspec,2004,biomass_pred,6802.706392736995,4294.028328068838,10777.016528579108,11519.1,0.44753280169105214,4985.695860301423,26614.07124059465
Aleutian,M20_AIspec,2005,biomass_pred,6833.691236791314,4246.094737585151,10998.18511029204,NA,NA,NA,NA
Aleutian,M20_AIspec,2006,biomass_pred,6864.8172100529855,4769.405057760265,9880.837286143635,6692.1,0.2251261384000095,4328.109599892391,10347.289359565528
Aleutian,M20_AIspec,2007,biomass_pred,7108.070946871753,4280.4293477911315,11803.645961785354,NA,NA,NA,NA
Aleutian,M20_AIspec,2008,biomass_pred,7359.944342257647,4273.445416796394,12675.669264014654,NA,NA,NA,NA
Aleutian,M20_AIspec,2009,biomass_pred,7620.742832479719,4633.5678536399655,12533.693938067358,NA,NA,NA,NA
Aleutian,M20_AIspec,2010,biomass_pred,7890.78267689405,5635.716954433846,11048.186372274298,8721.2,0.20726307960935578,5834.524006581077,13036.081324579103
Aleutian,M20_AIspec,2011,biomass_pred,7104.786624044872,4692.780870591813,10756.520358650601,NA,NA,NA,NA
Aleutian,M20_AIspec,2012,biomass_pred,6397.083158939051,4786.465422666204,8549.664382530205,6071.6,0.17569391191627995,4314.072267604916,8545.134219660702
Aleutian,M20_AIspec,2013,biomass_pred,6371.387688538398,4188.355522546612,9692.248153035556,NA,NA,NA,NA
Aleutian,M20_AIspec,2014,biomass_pred,6345.795430364751,4454.028137813572,9041.056409626943,7563.1,0.24138404842789113,4743.898621696663,12057.694772056933
Aleutian,M20_AIspec,2015,biomass_pred,5268.453463854845,3422.216521457202,8110.708871507981,NA,NA,NA,NA
Aleutian,M20_AIspec,2016,biomass_pred,4374.014606267986,3124.511698158584,6123.197998305156,3702.8,0.21371740361492836,2447.040020253337,5602.984718893378
Aleutian,M20_AIspec,2017,biomass_pred,4521.0198179316185,2876.014964062809,7106.924146617229,NA,NA,NA,NA
Aleutian,M20_AIspec,2018,biomass_pred,4672.965692624876,3058.0786457770714,7140.630079806306,6690.1,0.2923206927551819,3816.731746111508,11726.639697851146
Aleutian,M20_AIspec,2019,biomass_pred,3735.102901016261,2175.7922899408995,6411.914292406578,NA,NA,NA,NA
Aleutian,M20_AIspec,2020,biomass_pred,2985.468886107658,1679.3026253892438,5307.574903511486,NA,NA,NA,NA
Aleutian,M20_AIspec,2021,biomass_pred,2386.286189730356,1383.798519152847,4115.022310317166,NA,NA,NA,NA
Aleutian,M20_AIspec,2022,biomass_pred,1907.359278067009,1234.0336386510255,2948.0715125441598,1537.9,0.24100116611625458,965.3305533859372,2450.0793036169707
Aleutian,M20_AIspec,2023,biomass_pred,1907.359278067009,1001.3138582229652,3633.2458456978807,NA,NA,NA,NA
Aleutian,M20_AIspec,2024,biomass_pred,1907.359278067009,856.5396090271549,4247.345221735059,NA,NA,NA,NA
Bering,M20_AIspec,2000,biomass_pred,42.12322694902255,16.118079361164217,110.0854642069895,2.2,1.0004221497377745,0.4300660315554791,11.254085756307013
Bering,M20_AIspec,2001,biomass_pred,54.089305288272925,22.6068994121301,129.41416216494437,NA,NA,NA,NA
Bering,M20_AIspec,2002,biomass_pred,69.45462535689892,31.902998555253482,151.2066326653432,228.7,0.9304503011238553,48.64698012732918,1075.1682810135333
Bering,M20_AIspec,2003,biomass_pred,79.7151220276148,37.81473350525078,168.04298459475223,NA,NA,NA,NA
Bering,M20_AIspec,2004,biomass_pred,91.49139668127698,46.06297960945487,181.722410006074,147.3,0.7511353978433937,39.70688171097684,546.4365133966652
Bering,M20_AIspec,2005,biomass_pred,98.64222191458946,50.0310588804681,194.484949189148,NA,NA,NA,NA
Bering,M20_AIspec,2006,biomass_pred,106.35194452374495,56.61377708053217,199.78769633922124,186.2,0.5472284769641477,68.28533093231117,507.7289591576788
Bering,M20_AIspec,2007,biomass_pred,101.13035496556675,51.92079018664715,196.979835220069,NA,NA,NA,NA
Bering,M20_AIspec,2008,biomass_pred,96.16513117142016,49.65487294011416,186.24017957652612,NA,NA,NA,NA
Bering,M20_AIspec,2009,biomass_pred,91.44368628356094,49.57853250069197,168.6606549116717,NA,NA,NA,NA
Bering,M20_AIspec,2010,biomass_pred,86.95405142452967,52.31968928056094,144.51551916897552,55.9,0.45064852520880505,24.06615379018536,129.8425177218952
Bering,M20_AIspec,2011,biomass_pred,95.14584921859336,59.456187282305805,152.25888233538646,NA,NA,NA,NA
Bering,M20_AIspec,2012,biomass_pred,104.10938277424,77.48091747826905,139.8894583904889,109.1,0.17018302862001028,78.34249926740881,151.93298798614748
Bering,M20_AIspec,2013,biomass_pred,103.4548709060112,65.94489517142776,162.3008162550957,NA,NA,NA,NA
Bering,M20_AIspec,2014,biomass_pred,102.80447380413905,65.72927572629541,160.7922758521712,136.6,0.3574136697563665,69.2334698545462,269.51646420730015
Bering,M20_AIspec,2015,biomass_pred,88.91131017277894,52.17256827738122,151.52064269888197,NA,NA,NA,NA
Bering,M20_AIspec,2016,biomass_pred,76.89569124881633,45.03738183036967,131.28976624138627,49.9,0.5493307380641368,18.23798603907497,136.52878090076067
Bering,M20_AIspec,2017,biomass_pred,73.22836902235461,41.186804471167534,130.19689433367043,NA,NA,NA,NA
Bering,M20_AIspec,2018,biomass_pred,69.73594934367253,40.36129115107637,120.48927306760781,73.8,0.400777072572167,34.63668728652265,157.24482988069246
Bering,M20_AIspec,2019,biomass_pred,64.94307291711098,33.31286196714799,126.60583543006456,NA,NA,NA,NA
Bering,M20_AIspec,2020,biomass_pred,60.47960570712272,28.745385629896138,127.24764779933291,NA,NA,NA,NA
Bering,M20_AIspec,2021,biomass_pred,56.32290777428376,25.596783613742776,123.93236541044548,NA,NA,NA,NA
Bering,M20_AIspec,2022,biomass_pred,52.45189519773733,23.39815028564782,117.58200012596629,34.8,0.634670794863309,11.126584978055023,108.84202137390183
Bering,M20_AIspec,2023,biomass_pred,52.45189519773733,20.55812404114316,133.82550393841458,NA,NA,NA,NA
Bering,M20_AIspec,2024,biomass_pred,52.45189519773733,18.35092730373328,149.92165051379834,NA,NA,NA,NA
Big,M20_AIspec,2000,biomass_pred,563.3666817359801,273.09731877800306,1162.1572101489744,1048.8,0.5633030808465191,374.83365591402526,2934.585575880893
Big,M20_AIspec,2001,biomass_pred,493.4702304858294,245.5972980636162,991.5128150663178,NA,NA,NA,NA
Big,M20_AIspec,2002,biomass_pred,432.24577574479116,228.2192031577542,818.6708570709867,203.3,0.6231743463531347,66.15446052125083,624.7634652953336
Big,M20_AIspec,2003,biomass_pred,433.36179934753045,226.9535832414954,827.4927694527455,NA,NA,NA,NA
Big,M20_AIspec,2004,biomass_pred,434.4807044328705,236.7217718434863,797.4487562102864,421.8,0.5313504277504508,158.71931295372644,1120.9426042051361
Big,M20_AIspec,2005,biomass_pred,438.6610351547844,226.80217011599697,848.4200290705013,NA,NA,NA,NA
Big,M20_AIspec,2006,biomass_pred,442.88158668458783,227.25351074758447,863.1070172646077,568.1,0.7247625750375277,158.98433083518538,2029.9963418066218
Big,M20_AIspec,2007,biomass_pred,431.91637410478813,208.93784502812002,892.8576543647231,NA,NA,NA,NA
Big,M20_AIspec,2008,biomass_pred,421.2226469299705,198.7000674068012,892.9464423554468,NA,NA,NA,NA
