unlist(MR_out),Metric
1.175680272830729,SSB
0.6136111608678159,Rec
0.3477066180993458,Bratio
-0.43867535259098756,F
1.4107089646415485,WoodHole_SSB.all
0.6765752123236303,WoodHole_Rec.all
NA,WoodHole_Bratio.all
NA,WoodHole_F.all
0.11756802728307289,AFSC_Hurtado_SSB
0.06136111608678159,AFSC_Hurtado_Rec
-0.043867535259098756,AFSC_Hurtado_F
0.03477066180993458,AFSC_Hurtado_Bratio
