Alt Stock Year ABC OFL Catch SSB F Total_Biom SPR_Implied
2 EBS_SKATE 2027 24369.9 28145.7 24369.9 70401.8 0.0725927 418404 0.420798
4 EBS_SKATE 2014 19122.7 41425.7 26060 116996 0.0558978 547984 0.504705
4 EBS_SKATE 2015 18412.3 39883.1 18412.3 117180 0.0407404 528391 0.6
4 EBS_SKATE 2016 17816.7 38591.6 17816.7 117881 0.0407404 514798 0.6
4 EBS_SKATE 2017 17155.9 37162.8 17155.9 117752 0.0407404 501429 0.6
4 EBS_SKATE 2018 16540.8 35836.2 16540.8 116514 0.0407404 489662 0.6
4 EBS_SKATE 2019 16071 34825.5 16071 114036 0.0407404 480717 0.6
6 EBS_SKATE 2020 28388.1 28388.1 28388.1 85874.9 0.0902253 400370 0.35
6 EBS_SKATE 2021 27637.3 27637.3 27637.3 79138.1 0.0902253 391039 0.35
6 EBS_SKATE 2022 26696.4 26696.4 26696.4 73169.6 0.0881939 386018 0.357354
6 EBS_SKATE 2023 24975.2 24975.2 24975.2 68644.1 0.0824452 384739 0.379224
6 EBS_SKATE 2024 24146 24146 24146 65854.4 0.0789015 387056 0.393539
6 EBS_SKATE 2025 24007.1 24007.1 24007.1 64580.6 0.0772834 391449 0.400318
6 EBS_SKATE 2026 24332.3 24332.3 24332.3 64415.5 0.0770737 396655 0.401244
6 EBS_SKATE 2027 24906.2 24906.2 24906.2 64925.5 0.0777215 401759 0.398559
1 EBS_SKATE 2014 35718.1 41425.7 26060 116996 0.0558978 547984 0.504705
1 EBS_SKATE 2015 34388.9 39883.1 34388.9 115490 0.0773503 528391 0.4
1 EBS_SKATE 2016 32199 37343.1 32199 112195 0.0773503 498957 0.4
1 EBS_SKATE 2017 30047.8 34849.1 30047.8 108234 0.0773503 472048 0.4
1 EBS_SKATE 2018 28148.6 32648.1 28148.6 103451 0.0773503 449077 0.4
1 EBS_SKATE 2019 26671.1 30936.4 26671.1 97854.1 0.0773503 431063 0.4
5 EBS_SKATE 2014 0 41425.7 26060 116996 0.0558978 547984 0.504705
5 EBS_SKATE 2015 0 39883.1 0 119089 0 528391 1
5 EBS_SKATE 2016 0 40031.8 0 124547 0 533065 1
5 EBS_SKATE 2017 0 39927.8 0 129332 0 536527 1
3 EBS_SKATE 2020 16516 33948.7 16516 109194 0.043 471533 0.584433
5 EBS_SKATE 2018 0 39779.9 0 133000 0 539840 1
3 EBS_SKATE 2021 16417.7 33749.5 16417.7 104820 0.043 469333 0.584433
5 EBS_SKATE 2019 0 39798.6 0 135216 0 544174 1
3 EBS_SKATE 2022 16477.5 33872.6 16477.5 100545 0.043 470345 0.584433
3 EBS_SKATE 2023 16637.8 34201.3 16637.8 97080.1 0.043 473792 0.584433
3 EBS_SKATE 2024 16854.4 34645.5 16854.4 94886.1 0.043 478705 0.584433
3 EBS_SKATE 2025 17097 35143.3 17097 94036.2 0.043 484420 0.584433
3 EBS_SKATE 2026 17343 35647.9 17343 94273.9 0.043 490354 0.584433
3 EBS_SKATE 2027 17575.5 36124.8 17575.5 95218.7 0.043 496082 0.584433
7 EBS_SKATE 2020 28880 28880 28880 87934.2 0.0902253 406649 0.35
7 EBS_SKATE 2021 28049 28049 28049 80970.1 0.0902253 396312 0.35
7 EBS_SKATE 2022 27605 27605 27605 74713 0.0901442 390407 0.35029
7 EBS_SKATE 2023 25644.6 25644.6 25644.6 69853.2 0.0839811 387796 0.373223
7 EBS_SKATE 2024 24632.6 24632.6 24632.6 66782.1 0.0800799 389080 0.388709
7 EBS_SKATE 2025 24350.7 24350.7 24350.7 65269.2 0.0781581 392687 0.396649
7 EBS_SKATE 2026 24562 24562 24562 64902.6 0.0776924 397311 0.398636
7 EBS_SKATE 2027 25046.2 25046.2 25046.2 65247.3 0.0781303 402007 0.396847
2 EBS_SKATE 2014 35718.1 41425.7 26060 116996 0.0558978 547984 0.504705
2 EBS_SKATE 2015 34388.9 39883.1 34388.9 115490 0.0773503 528391 0.4
2 EBS_SKATE 2016 32199 37343.1 32199 112195 0.0773503 498957 0.4
2 EBS_SKATE 2017 30047.8 34849.1 30047.8 108234 0.0773503 472048 0.4
2 EBS_SKATE 2018 28148.6 32648.1 28148.6 103451 0.0773503 449077 0.4
2 EBS_SKATE 2019 26671.1 30936.4 26671.1 97854.1 0.0773503 431063 0.4
4 EBS_SKATE 2020 15800.3 34244.7 15800.3 110457 0.0407404 475319 0.6
4 EBS_SKATE 2021 15723.2 34080.5 15723.2 106240 0.0407404 473573 0.6
4 EBS_SKATE 2022 15794.3 34234.8 15794.3 102093 0.0407404 474983 0.6
4 EBS_SKATE 2023 15959.5 34592.1 15959.5 98734.4 0.0407404 478792 0.6
4 EBS_SKATE 2024 16177.2 35062.8 16177.2 96635.4 0.0407404 484039 0.6
4 EBS_SKATE 2025 16418.7 35585.1 16418.7 95877.6 0.0407404 490066 0.6
4 EBS_SKATE 2026 16662.5 36112.4 16662.5 96207.9 0.0407404 496288 0.6
4 EBS_SKATE 2027 16892.7 36610.3 16892.7 97245.2 0.0407404 502283 0.6
6 EBS_SKATE 2014 41425.7 41425.7 26060 116996 0.0558978 547984 0.504705
6 EBS_SKATE 2015 39883.1 39883.1 39883.1 114902 0.0902253 528391 0.35
6 EBS_SKATE 2016 36914 36914 36914 110262 0.0902253 493512 0.35
6 EBS_SKATE 2017 34071.8 34071.8 34071.8 105073 0.0902253 462174 0.35
