hauljoin,specimen_id,species_code,length_mm,sex,weight_g,age,maturity,gonad_g,specimen_subsample_method,specimen_sample_type,age_determination_method,akfin_load_date,cruisejoin,hauljoin_1,haul,haul_type,performance,date_time_start,duration_hr,distance_fished_km,net_width_m,net_measured,net_height_m,stratum,latitude_dd_start,latitude_dd_end,longitude_dd_start,longitude_dd_end,station,depth_gear_m,depth_m,bottom_type,surface_temperature_c,gear_temperature_c,wire_length_m,gear,accessories,akfin_load_date_1,haul_year,yrmday,length_cm
-2881,16,471,720,2,2722,6,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2881,23,3,0,2007-06-13T08:00:00Z,0.501,2.742,16.025,1,1.999,10,56.68611,56.67899,-159.745,-159.7877,F-14,39,41,NA,4.9,4.7,137,44,15,2025-07-15T08:00:00Z,2007,2007-06-13,72
-2881,17,471,760,2,3568,9,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2881,23,3,0,2007-06-13T08:00:00Z,0.501,2.742,16.025,1,1.999,10,56.68611,56.67899,-159.745,-159.7877,F-14,39,41,NA,4.9,4.7,137,44,15,2025-07-15T08:00:00Z,2007,2007-06-13,76
-2889,18,471,630,1,1802,5,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2889,31,3,0,2007-06-14T08:00:00Z,0.515,2.86,16.041,1,2.023,10,58.31951,58.2948,-162.0437,-162.0573,K-10,45,47,NA,5.4,4.8,183,44,15,2025-07-15T08:00:00Z,2007,2007-06-14,63
-2891,19,471,520,2,1030,4,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2891,33,3,0,2007-06-15T08:00:00Z,0.506,2.847,16.345,1,1.881,10,57.67463,57.64901,-162.13181,-162.13161,I-10,48,50,NA,3.5,2.2,183,44,15,2025-07-15T08:00:00Z,2007,2007-06-15,52
-2891,20,471,560,2,1214,5,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2891,33,3,0,2007-06-15T08:00:00Z,0.506,2.847,16.345,1,1.881,10,57.67463,57.64901,-162.13181,-162.13161,I-10,48,50,NA,3.5,2.2,183,44,15,2025-07-15T08:00:00Z,2007,2007-06-15,56
-2891,21,471,640,2,1746,7,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2891,33,3,0,2007-06-15T08:00:00Z,0.506,2.847,16.345,1,1.881,10,57.67463,57.64901,-162.13181,-162.13161,I-10,48,50,NA,3.5,2.2,183,44,15,2025-07-15T08:00:00Z,2007,2007-06-15,64
-2892,22,471,570,1,1332,4,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2892,34,3,0,2007-06-15T08:00:00Z,0.506,2.804,16.146,1,2.037,10,57.34736,57.32229,-162.1514,-162.1461,H-10,51,53,NA,4.2,1.8,183,44,15,2025-07-15T08:00:00Z,2007,2007-06-15,57
-2893,23,471,540,1,964,4,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2893,35,3,0,2007-06-15T08:00:00Z,0.513,2.904,17.072,0,2.034,31,57.00459,56.97892,-162.1739,-162.1834,G-10,60,62,NA,4.3,1.6,229,44,15,2025-07-15T08:00:00Z,2007,2007-06-15,54
-2901,24,471,1100,2,10100,14,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2901,43,3,0,2007-06-17T08:00:00Z,0.521,2.917,17.768,1,1.664,31,56.00022,56.02588,-163.39,-163.3802,D-08,91,93,NA,5.9,2,320,44,15,2025-07-15T08:00:00Z,2007,2007-06-17,110
-2901,25,471,450,1,594,3,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-2901,43,3,0,2007-06-17T08:00:00Z,0.521,2.917,17.768,1,1.664,31,56.00022,56.02588,-163.39,-163.3802,D-08,91,93,NA,5.9,2,320,44,15,2025-07-15T08:00:00Z,2007,2007-06-17,45
