hauljoin,specimen_id,species_code,length_mm,sex,weight_g,age,maturity,gonad_g,specimen_subsample_method,specimen_sample_type,age_determination_method,akfin_load_date,cruisejoin,hauljoin_1,haul,haul_type,performance,date_time_start,duration_hr,distance_fished_km,net_width_m,net_measured,net_height_m,stratum,latitude_dd_start,latitude_dd_end,longitude_dd_start,longitude_dd_end,station,depth_gear_m,depth_m,bottom_type,surface_temperature_c,gear_temperature_c,wire_length_m,gear,accessories,akfin_load_date_1,haul_year,yrmday,length_cm
-5251,241,471,460,1,768,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5251,134,3,0,2009-07-02T08:00:00Z,0.539,2.92,17.848,1,2.27,41,59.9833,60.00885,-170.6328,-170.6449,P-21,62,64,NA,5.5,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-02,46
-5251,242,471,520,2,1000,6,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5251,134,3,0,2009-07-02T08:00:00Z,0.539,2.92,17.848,1,2.27,41,59.9833,60.00885,-170.6328,-170.6449,P-21,62,64,NA,5.5,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-02,52
-5251,243,471,430,2,600,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5251,134,3,0,2009-07-02T08:00:00Z,0.539,2.92,17.848,1,2.27,41,59.9833,60.00885,-170.6328,-170.6449,P-21,62,64,NA,5.5,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-02,43
-5252,244,471,840,2,5010,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5252,135,3,0,2009-07-02T08:00:00Z,0.543,2.993,18.023,1,2.273,41,60.31486,60.34167,-170.6572,-170.66209,Q-21,60,62,NA,5.5,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-02,84
-5252,245,471,550,2,1190,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5252,135,3,0,2009-07-02T08:00:00Z,0.543,2.993,18.023,1,2.273,41,60.31486,60.34167,-170.6572,-170.66209,Q-21,60,62,NA,5.5,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-02,55
-5253,246,471,620,2,1924,6,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5253,136,3,0,2009-07-04T08:00:00Z,0.543,2.986,16.593,1,2.568,43,60.31919,60.34605,-172.0652,-172.0656,Q-23,57,60,NA,3.1,-0.7,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,62
-5253,247,471,830,1,4010,10,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5253,136,3,0,2009-07-04T08:00:00Z,0.543,2.986,16.593,1,2.568,43,60.31919,60.34605,-172.0652,-172.0656,Q-23,57,60,NA,3.1,-0.7,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,83
-5254,248,471,800,2,3418,10,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5254,137,3,0,2009-07-04T08:00:00Z,0.539,2.971,19.545,1,2.122,41,60.66264,60.68937,-172.1331,-172.1348,R-23,59,61,NA,1.2,-1.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,80
-5254,252,471,610,1,1740,7,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5254,137,3,0,2009-07-04T08:00:00Z,0.539,2.971,19.545,1,2.122,41,60.66264,60.68937,-172.1331,-172.1348,R-23,59,61,NA,1.2,-1.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,61
-5254,253,471,720,1,2290,8,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5254,137,3,0,2009-07-04T08:00:00Z,0.539,2.971,19.545,1,2.122,41,60.66264,60.68937,-172.1331,-172.1348,R-23,59,61,NA,1.2,-1.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,72
-5254,254,471,1070,2,9490,14,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5254,137,3,0,2009-07-04T08:00:00Z,0.539,2.971,19.545,1,2.122,41,60.66264,60.68937,-172.1331,-172.1348,R-23,59,61,NA,1.2,-1.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,107
-5255,249,471,420,1,502,2,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5255,138,3,0,2009-07-04T08:00:00Z,0.541,3.05,16.122,1,2.416,41,60.65132,60.67178,-172.7252,-172.7623,R-24,42,44,NA,2.5,0.5,183,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,42
-5255,250,471,930,2,7600,12,4,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5255,138,3,0,2009-07-04T08:00:00Z,0.541,3.05,16.122,1,2.416,41,60.65132,60.67178,-172.7252,-172.7623,R-24,42,44,NA,2.5,0.5,183,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,93
-5255,251,471,870,2,6259,10,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5255,138,3,0,2009-07-04T08:00:00Z,0.541,3.05,16.122,1,2.416,41,60.65132,60.67178,-172.7252,-172.7623,R-24,42,44,NA,2.5,0.5,183,44,15,2025-07-15T08:00:00Z,2009,2009-07-04,87
-5258,255,471,820,1,3800,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5258,141,3,0,2009-07-05T08:00:00Z,0.546,3.055,16.721,1,2.515,43,60.16682,60.14996,-173.00079,-172.9575,QP2524,58,61,NA,3.8,0.7,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,82
-5258,256,471,890,1,5300,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5258,141,3,0,2009-07-05T08:00:00Z,0.546,3.055,16.721,1,2.515,43,60.16682,60.14996,-173.00079,-172.9575,QP2524,58,61,NA,3.8,0.7,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,89
-5259,257,471,820,1,4100,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5259,142,3,0,2009-07-05T08:00:00Z,0.552,3.038,17.299,1,2.451,43,60.17046,60.15495,-172.34891,-172.304,QP2423,56,58,NA,3.5,0.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,82
-5259,258,471,770,1,3350,8,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5259,142,3,0,2009-07-05T08:00:00Z,0.552,3.038,17.299,1,2.451,43,60.17046,60.15495,-172.34891,-172.304,QP2423,56,58,NA,3.5,0.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,77
-5259,259,471,880,1,5810,10,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5259,142,3,0,2009-07-05T08:00:00Z,0.552,3.038,17.299,1,2.451,43,60.17046,60.15495,-172.34891,-172.304,QP2423,56,58,NA,3.5,0.5,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,88
-5260,264,471,730,1,2812,5,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5260,143,3,0,2009-07-05T08:00:00Z,0.537,2.985,17.298,1,2.6,43,59.99068,59.96384,-171.9442,-171.94611,P-23,64,67,NA,4.3,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,73
-5260,265,471,490,2,946,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5260,143,3,0,2009-07-05T08:00:00Z,0.537,2.985,17.298,1,2.6,43,59.99068,59.96384,-171.9442,-171.94611,P-23,64,67,NA,4.3,-1.4,229,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,49
-5261,260,471,470,2,750,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5261,144,3,0,2009-07-05T08:00:00Z,0.555,3.127,17.439,1,2.339,43,59.84449,59.82961,-172.2316,-172.27879,PO2423,72,74,NA,3.7,-1.4,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,47
-5261,261,471,450,2,672,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5261,144,3,0,2009-07-05T08:00:00Z,0.555,3.127,17.439,1,2.339,43,59.84449,59.82961,-172.2316,-172.27879,PO2423,72,74,NA,3.7,-1.4,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-05,45
-5263,266,471,360,1,324,2,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5263,146,3,0,2009-07-06T08:00:00Z,0.546,2.93,17.351,1,2.289,61,58.01252,57.99673,-172.26401,-172.2244,J-24,103,105,NA,6.4,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,36
-5263,267,471,940,1,5900,11,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5263,146,3,0,2009-07-06T08:00:00Z,0.546,2.93,17.351,1,2.289,61,58.01252,57.99673,-172.26401,-172.2244,J-24,103,105,NA,6.4,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,94
-5263,268,471,270,2,112,0,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5263,146,3,0,2009-07-06T08:00:00Z,0.546,2.93,17.351,1,2.289,61,58.01252,57.99673,-172.26401,-172.2244,J-24,103,105,NA,6.4,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,27
-5264,269,471,940,2,7380,13,4,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5264,147,3,0,2009-07-06T08:00:00Z,0.556,3.008,17.62,1,2.063,41,57.99879,57.98497,-171.6082,-171.56461,J-23,95,97,NA,5.9,1.2,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,94
-5264,271,471,990,1,7060,15,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5264,147,3,0,2009-07-06T08:00:00Z,0.556,3.008,17.62,1,2.063,41,57.99879,57.98497,-171.6082,-171.56461,J-23,95,97,NA,5.9,1.2,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,99
-5265,272,471,280,2,136,0,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5265,148,3,0,2009-07-06T08:00:00Z,0.558,3.103,17.07,1,2.103,41,57.67361,57.6467,-171.5461,-171.55991,I-23,97,99,NA,5.9,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,28
-5265,273,471,270,2,130,0,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5265,148,3,0,2009-07-06T08:00:00Z,0.558,3.103,17.07,1,2.103,41,57.67361,57.6467,-171.5461,-171.55991,I-23,97,99,NA,5.9,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,27
-5265,274,471,910,2,5360,11,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5265,148,3,0,2009-07-06T08:00:00Z,0.558,3.103,17.07,1,2.103,41,57.67361,57.6467,-171.5461,-171.55991,I-23,97,99,NA,5.9,1.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,91
-5266,275,471,460,1,652,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5266,149,3,0,2009-07-06T08:00:00Z,0.545,2.916,17.45,1,2.4,41,57.3418,57.31956,-171.47861,-171.453,H-23,98,100,NA,6.3,2.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,46
-5266,276,471,270,1,132,1,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5266,149,3,0,2009-07-06T08:00:00Z,0.545,2.916,17.45,1,2.4,41,57.3418,57.31956,-171.47861,-171.453,H-23,98,100,NA,6.3,2.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,27
-5266,277,471,940,2,6680,14,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5266,149,3,0,2009-07-06T08:00:00Z,0.545,2.916,17.45,1,2.4,41,57.3418,57.31956,-171.47861,-171.453,H-23,98,100,NA,6.3,2.7,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-06,94
-5710,278,471,930,1,5510,11,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5710,152,3,0,2009-07-11T08:00:00Z,0.533,2.918,17.465,1,2.308,61,56.99026,57.0164,-171.3831,-171.3878,G-23,106,108,NA,6.5,3.1,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-11,93
-5710,279,471,1090,2,10080,14,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5710,152,3,0,2009-07-11T08:00:00Z,0.533,2.918,17.465,1,2.308,61,56.99026,57.0164,-171.3831,-171.3878,G-23,106,108,NA,6.5,3.1,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-11,109
-5711,281,471,1050,2,9000,13,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5711,153,3,0,2009-07-11T08:00:00Z,0.54,2.967,16.826,1,2.048,61,56.99882,57.02549,-172.02521,-172.0251,G-24,114,116,NA,6.4,3.2,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-11,105
-5712,282,471,870,2,4900,9,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5712,154,3,0,2009-07-12T08:00:00Z,0.6,3.384,19.142,1,1.172,61,57.66976,57.69955,-173.3896,-173.4012,I-26,145,146,NA,6.7,3.1,457,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,87
-5712,283,471,790,1,3850,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5712,154,3,0,2009-07-12T08:00:00Z,0.6,3.384,19.142,1,1.172,61,57.66976,57.69955,-173.3896,-173.4012,I-26,145,146,NA,6.7,3.1,457,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,79
-5713,285,471,1110,1,9450,15,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5713,155,3,4.4,2009-07-12T08:00:00Z,0.395,2.21,17.848,1,2.244,61,57.99371,58.01345,-173.46989,-173.4744,J-26,115,117,NA,6.5,2.7,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,111
-5713,286,471,1020,1,7500,12,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5713,155,3,4.4,2009-07-12T08:00:00Z,0.395,2.21,17.848,1,2.244,61,57.99371,58.01345,-173.46989,-173.4744,J-26,115,117,NA,6.5,2.7,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,102
-5714,287,471,970,1,8610,10,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5714,156,3,0,2009-07-12T08:00:00Z,0.569,3.151,17.606,1,2.29,61,58.3287,58.35614,-173.55431,-173.5679,K-26,113,115,NA,6.1,2.7,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,97
-5714,288,471,910,1,5600,13,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5714,156,3,0,2009-07-12T08:00:00Z,0.569,3.151,17.606,1,2.29,61,58.3287,58.35614,-173.55431,-173.5679,K-26,113,115,NA,6.1,2.7,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-12,91
-5715,289,471,1030,1,7970,11,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5715,158,3,0,2009-07-13T08:00:00Z,0.543,2.997,18.694,1,2.283,61,58.66454,58.69151,-173.6443,-173.6433,L-26,124,126,NA,6.6,2.6,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,103
-5715,290,471,900,1,4970,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5715,158,3,0,2009-07-13T08:00:00Z,0.543,2.997,18.694,1,2.283,61,58.66454,58.69151,-173.6443,-173.6433,L-26,124,126,NA,6.6,2.6,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,90
-5716,291,471,850,1,5050,10,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5716,159,3,0,2009-07-13T08:00:00Z,0.552,3.018,17.968,1,2.27,61,58.99145,59.01842,-173.71899,-173.72479,M-26,115,117,NA,6.3,1.9,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,85
-5716,292,471,390,1,380,3,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5716,159,3,0,2009-07-13T08:00:00Z,0.552,3.018,17.968,1,2.27,61,58.99145,59.01842,-173.71899,-173.72479,M-26,115,117,NA,6.3,1.9,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,39
-5716,293,471,910,1,5520,8,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5716,159,3,0,2009-07-13T08:00:00Z,0.552,3.018,17.968,1,2.27,61,58.99145,59.01842,-173.71899,-173.72479,M-26,115,117,NA,6.3,1.9,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,91
-5717,294,471,1010,1,6620,11,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5717,160,3,4.4,2009-07-13T08:00:00Z,0.446,2.425,17.482,1,2.31,62,59.32571,59.34746,-173.79089,-173.7877,N-26,108,110,NA,6.5,1.1,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,101
-5717,295,471,600,1,1470,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5717,160,3,4.4,2009-07-13T08:00:00Z,0.446,2.425,17.482,1,2.31,62,59.32571,59.34746,-173.79089,-173.7877,N-26,108,110,NA,6.5,1.1,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,60
-5717,296,471,500,2,850,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5717,160,3,4.4,2009-07-13T08:00:00Z,0.446,2.425,17.482,1,2.31,62,59.32571,59.34746,-173.79089,-173.7877,N-26,108,110,NA,6.5,1.1,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,50
-5718,297,471,520,2,840,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5718,161,3,0,2009-07-13T08:00:00Z,0.548,3.006,17.624,1,2.288,43,59.52391,59.54647,-173.5018,-173.4725,ON2625,99,101,NA,6.1,0.5,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,52
-5718,298,471,930,2,6140,13,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5718,161,3,0,2009-07-13T08:00:00Z,0.548,3.006,17.624,1,2.288,43,59.52391,59.54647,-173.5018,-173.4725,ON2625,99,101,NA,6.1,0.5,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,93
-5718,299,471,760,2,3240,8,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5718,161,3,0,2009-07-13T08:00:00Z,0.548,3.006,17.624,1,2.288,43,59.52391,59.54647,-173.5018,-173.4725,ON2625,99,101,NA,6.1,0.5,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,76
-5719,300,471,1020,2,8830,15,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5719,162,3,0,2009-07-13T08:00:00Z,0.553,3.042,17.385,1,2.297,62,59.65522,59.68224,-173.8535,-173.84509,O-26,102,104,NA,6.4,0.9,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,102
-5719,301,471,840,2,5300,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5719,162,3,0,2009-07-13T08:00:00Z,0.553,3.042,17.385,1,2.297,62,59.65522,59.68224,-173.8535,-173.84509,O-26,102,104,NA,6.4,0.9,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,84
-5719,302,471,520,1,922,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5719,162,3,0,2009-07-13T08:00:00Z,0.553,3.042,17.385,1,2.297,62,59.65522,59.68224,-173.8535,-173.84509,O-26,102,104,NA,6.4,0.9,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-13,52
-5720,303,471,660,1,1900,7,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5720,163,3,0,2009-07-14T08:00:00Z,0.568,3.144,18.009,1,2.296,43,59.82994,59.85714,-173.5854,-173.5701,PO2625,92,94,NA,5.4,0.4,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,66
-5720,304,471,590,2,1440,6,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5720,163,3,0,2009-07-14T08:00:00Z,0.568,3.144,18.009,1,2.296,43,59.82994,59.85714,-173.5854,-173.5701,PO2625,92,94,NA,5.4,0.4,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,59
-5722,305,471,1060,2,8550,12,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5722,165,3,0,2009-07-14T08:00:00Z,0.565,3.083,18.123,1,2.117,43,59.9944,60.02206,-173.9381,-173.9341,P-26,94,96,NA,5.9,0.4,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,106
-5722,306,471,550,1,1120,6,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5722,165,3,0,2009-07-14T08:00:00Z,0.565,3.083,18.123,1,2.117,43,59.9944,60.02206,-173.9381,-173.9341,P-26,94,96,NA,5.9,0.4,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,55
-5722,307,471,560,1,1200,3,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5722,165,3,0,2009-07-14T08:00:00Z,0.565,3.083,18.123,1,2.117,43,59.9944,60.02206,-173.9381,-173.9341,P-26,94,96,NA,5.9,0.4,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,56
-5723,308,471,730,1,2730,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5723,166,3,0,2009-07-14T08:00:00Z,0.535,2.967,17.815,1,2.274,43,60.14152,60.11549,-173.77229,-173.7841,QP2625,86,88,NA,5.9,-0.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,73
-5723,309,471,740,2,2720,5,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5723,166,3,0,2009-07-14T08:00:00Z,0.535,2.967,17.815,1,2.274,43,60.14152,60.11549,-173.77229,-173.7841,QP2625,86,88,NA,5.9,-0.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-14,74
-5724,310,471,490,2,818,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5724,167,3,0,2009-07-15T08:00:00Z,0.557,3.026,18.232,1,2.213,43,60.32549,60.35268,-174.071,-174.0688,Q-26,88,90,NA,5.7,0.5,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,49
-5724,311,471,470,2,716,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5724,167,3,0,2009-07-15T08:00:00Z,0.557,3.026,18.232,1,2.213,43,60.32549,60.35268,-174.071,-174.0688,Q-26,88,90,NA,5.7,0.5,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,47
-5725,312,471,990,2,8060,11,3,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5725,168,3,0,2009-07-15T08:00:00Z,0.545,3.031,17.897,1,2.194,62,60.33554,60.33679,-174.68559,-174.7403,Q-27,100,102,NA,5.2,0.8,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,99
-5725,313,471,630,2,1600,7,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5725,168,3,0,2009-07-15T08:00:00Z,0.545,3.031,17.897,1,2.194,62,60.33554,60.33679,-174.68559,-174.7403,Q-27,100,102,NA,5.2,0.8,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,63
-5726,314,471,440,1,522,3,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5726,169,3,0,2009-07-15T08:00:00Z,0.541,2.989,18.236,1,2.288,41,60.65165,60.67838,-174.7962,-174.7905,R-27,95,97,NA,5.7,0.1,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,44
-5726,315,471,880,2,5750,10,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5726,169,3,0,2009-07-15T08:00:00Z,0.541,2.989,18.236,1,2.288,41,60.65165,60.67838,-174.7962,-174.7905,R-27,95,97,NA,5.7,0.1,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,88
-5727,316,471,480,1,710,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5727,170,3,0,2009-07-15T08:00:00Z,0.57,3.053,17.872,1,2.387,82,60.98701,61.01448,-174.88091,-174.8802,S-27,90,92,NA,5.4,-1.2,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,48
-5727,317,471,580,1,1064,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5727,170,3,0,2009-07-15T08:00:00Z,0.57,3.053,17.872,1,2.387,82,60.98701,61.01448,-174.88091,-174.8802,S-27,90,92,NA,5.4,-1.2,320,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,58
-5728,318,471,750,1,3220,9,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5728,171,3,0,2009-07-15T08:00:00Z,0.529,2.888,17.859,1,2.529,82,61.32271,61.34868,-175.02271,-175.02251,T-27,85,88,NA,5.3,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,75
-5728,319,471,510,1,862,5,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5728,171,3,0,2009-07-15T08:00:00Z,0.529,2.888,17.859,1,2.529,82,61.32271,61.34868,-175.02271,-175.02251,T-27,85,88,NA,5.3,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-15,51
-5729,320,471,430,2,590,3,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5729,172,3,0,2009-07-16T08:00:00Z,0.547,3.041,18.014,1,2.491,82,61.33205,61.33109,-174.3549,-174.2984,T-26,76,78,NA,5.1,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,43
-5729,321,471,450,1,622,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5729,172,3,0,2009-07-16T08:00:00Z,0.547,3.041,18.014,1,2.491,82,61.33205,61.33109,-174.3549,-174.2984,T-26,76,78,NA,5.1,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,45
-5730,322,471,910,2,5930,8,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5730,173,3,0,2009-07-16T08:00:00Z,0.544,2.952,18.09,1,2.358,82,61.33232,61.33125,-173.631,-173.576,T-25,71,73,NA,4.3,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,91
-5730,323,471,490,2,912,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5730,173,3,0,2009-07-16T08:00:00Z,0.544,2.952,18.09,1,2.358,82,61.33232,61.33125,-173.631,-173.576,T-25,71,73,NA,4.3,-1.6,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,49
-5731,324,471,630,1,1540,7,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5731,174,3,0,2009-07-16T08:00:00Z,0.552,3.122,17.345,1,2.314,82,61.65467,61.68169,-173.66701,-173.68311,U-25,68,70,NA,3.8,-1.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,63
-5731,325,471,580,1,1350,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5731,174,3,0,2009-07-16T08:00:00Z,0.552,3.122,17.345,1,2.314,82,61.65467,61.68169,-173.66701,-173.68311,U-25,68,70,NA,3.8,-1.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,58
-5733,328,471,560,2,1320,6,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5733,176,3,0,2009-07-16T08:00:00Z,0.559,3.125,18.173,1,2.05,82,62.00484,61.99963,-174.4736,-174.5321,V-26,71,73,NA,4.3,-1.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,56
-5733,329,471,580,2,1566,4,1,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5733,176,3,0,2009-07-16T08:00:00Z,0.559,3.125,18.173,1,2.05,82,62.00484,61.99963,-174.4736,-174.5321,V-26,71,73,NA,4.3,-1.7,274,44,15,2025-07-15T08:00:00Z,2009,2009-07-16,58
-5734,330,471,690,2,2280,7,2,NA,1,9,10,2025-07-15T08:00:00Z,-634,-5734,177,3,0,2009-07-17T08:00:00Z,0.558,3.1,17.845,1,2.301,90,61.01132,60.98579,-176.3071,-176.2841,S-29,109,111,NA,5.8,0.9,366,44,15,2025-07-15T08:00:00Z,2009,2009-07-17,69
